iter	Passed	Remaining
1695	5337	4103
1696	5341	4101
1697	5344	4098
1698	5348	4095
1699	5351	4092
1700	5355	4089
1701	5359	4087
1702	5363	4084
1703	5366	4081
1704	5370	4078
1705	5373	4075
1706	5376	4072
1707	5380	4069
1708	5383	4066
1709	5386	4063
1710	5389	4059
1711	5392	4056
1712	5395	4053
1713	5398	4050
1714	5401	4047
1715	5404	4043
1716	5408	4041
1717	5411	4038
1718	5415	4035
1719	5418	4032
1720	5421	4029
1721	5425	4026
1722	5428	4023
1723	5432	4020
1724	5435	4017
1725	5439	4014
1726	5442	4011
1727	5445	4008
1728	5448	4005
1729	5451	4002
1730	5454	3999
1731	5457	3995
1732	5460	3992
1733	5463	3989
1734	5466	3985
1735	5469	3982
1736	5472	3979
1737	5475	3976
1738	5478	3972
1739	5481	3969
1740	5484	3966
1741	5487	3963
1742	5490	3959
1743	5494	3956
1744	5496	3953
1745	5499	3950
1746	5502	3946
1747	5505	3943
1748	5508	3940
1749	5511	3936
1750	5514	3933
1751	5517	3930
1752	5520	3926
1753	5523	3923
1754	5526	3920
1755	5529	3917
1756	5532	3913
1757	5535	3910
1758	5538	3907
1759	5541	3904
1760	5544	3900
1761	5547	3897
1762	5550	3894
1763	5553	3891
1764	5557	3888
1765	5564	3888
1766	5573	3889
1767	5584	3891
1768	5590	3890
1769	5610	3898
1770	5618	3898
1771	5624	3898
1772	5631	3897
1773	5637	3896
1774	5646	3896
1775	5652	3895
1776	5658	3894
1777	5663	3892
1778	5666	3889
1779	5670	3886
1780	5674	3884
1781	5678	3881
1782	5682	3878
1783	5686	3875
1784	5690	3873
1785	5693	3870
1786	5697	3867
1787	5701	3864
1788	5705	3862
1789	5709	3859
1790	5712	3856
1791	5716	3853
1792	5720	3850
1793	5724	3848
1794	5727	3845
1795	5731	3841
1796	5734	3838
1797	5737	3835
1798	5740	3832
1799	5743	3829
1800	5746	3825
1801	5749	3822
1802	5752	3819
1803	5755	3816
1804	5758	3812
1805	5762	3809
1806	5765	3806
1807	5768	3802
1808	5771	3799
1809	5774	3796
1810	5777	3792
1811	5779	3789
1812	5782	3786
1813	5785	3782
1814	5788	3779
1815	5791	3776
1816	5794	3772
1817	5797	3769
1818	5800	3766
1819	5803	3762
1820	5806	3759
1821	5809	3756
1822	5812	3752
1823	5815	3749
1824	5818	3746
1825	5821	3742
1826	5824	3739
1827	5827	3736
1828	5830	3733
1829	5833	3729
1830	5837	3726
1831	5840	3723
1832	5843	3720
1833	5847	3717
1834	5851	3714
1835	5854	3711
1836	5858	3708
1837	5861	3705
1838	5864	3702
1839	5868	3699
1840	5871	3696
1841	5875	3693
1842	5878	3690
1843	5882	3687
1844	5885	3684
1845	5889	3681
1846	5893	3678
1847	5896	3675
1848	5900	3672
1849	5903	3669
1850	5906	3666
1851	5909	3663
1852	5913	3660
1853	5916	3656
1854	5919	3653
1855	5922	3650
1856	5925	3647
1857	5928	3643
1858	5931	3640
1859	5934	3637
1860	5937	3633
1861	5940	3630
1862	5943	3627
1863	5946	3624
1864	5949	3621
1865	5953	3617
1866	5956	3614
1867	5959	3611
1868	5962	3607
1869	5965	3604
1870	5968	3601
1871	5971	3598
1872	5974	3595
1873	5977	3591
1874	5980	3588
1875	5984	3585
1876	5987	3582
1877	5989	3578
1878	5992	3575
1879	5995	3572
1880	5998	3568
1881	6002	3565
1882	6004	3562
1883	6008	3558
1884	6010	3555
1885	6013	3552
1886	6016	3548
1887	6020	3545
1888	6022	3542
1889	6025	3539
1890	6028	3535
1891	6031	3532
1892	6034	3529
1893	6037	3525
1894	6040	3522
1895	6043	3519
1896	6046	3515
1897	6049	3512
1898	6052	3509
1899	6055	3506
1900	6058	3502
1901	6061	3499
1902	6065	3496
1903	6068	3493
1904	6071	3489
1905	6074	3486
1906	6077	3483
1907	6080	3480
1908	6083	3476
1909	6086	3473
1910	6089	3470
1911	6092	3466
1912	6095	3463
1913	6098	3460
1914	6102	3457
1915	6105	3453
1916	6107	3450
1917	6110	3447
1918	6113	3444
1919	6117	3440
1920	6120	3437
1921	6122	3434
1922	6126	3430
1923	6129	3427
1924	6131	3424
1925	6134	3421
1926	6137	3417
1927	6140	3414
1928	6144	3411
1929	6146	3407
1930	6150	3404
1931	6153	3401
1932	6156	3398
1933	6159	3394
1934	6162	3391
1935	6165	3388
1936	6168	3385
1937	6171	3381
1938	6174	3378
1939	6177	3375
1940	6180	3371
1941	6183	3368
1942	6186	3365
1943	6189	3362
1944	6192	3358
1945	6195	3355
1946	6198	3352
1947	6201	3349
1948	6204	3345
1949	6207	3342
1950	6210	3339
1951	6213	3336
1952	6217	3332
1953	6219	3329
1954	6222	3326
1955	6225	3322
1956	6228	3319
1957	6231	3316
1958	6234	3313
1959	6237	3309
1960	6240	3306
1961	6243	3303
1962	6246	3299
1963	6249	3296
1964	6252	3293
1965	6255	3290
1966	6258	3286
1967	6261	3283
1968	6264	3280
1969	6267	3277
1970	6270	3273
1971	6273	3270
1972	6276	3267
1973	6279	3263
1974	6282	3260
1975	6285	3257
1976	6288	3254
1977	6292	3250
1978	6295	3247
1979	6297	3244
1980	6301	3241
1981	6304	3237
1982	6307	3234
1983	6310	3231
1984	6313	3228
1985	6316	3224
1986	6319	3221
1987	6322	3218
1988	6326	3215
1989	6329	3212
1990	6332	3209
1991	6335	3205
1992	6338	3202
1993	6341	3199
1994	6344	3195
1995	6347	3192
1996	6350	3189
1997	6353	3186
1998	6356	3182
1999	6358	3179
2000	6361	3176
2001	6364	3172
2002	6367	3169
2003	6370	3166
2004	6373	3163
2005	6376	3159
2006	6379	3156
2007	6382	3153
2008	6385	3149
2009	6388	3146
2010	6391	3143
2011	6394	3140
2012	6397	3136
2013	6400	3133
2014	6404	3130
2015	6407	3127
2016	6410	3124
2017	6413	3121
2018	6417	3117
2019	6420	3114
2020	6423	3111
2021	6426	3108
2022	6429	3105
2023	6433	3102
2024	6436	3098
2025	6439	3095
2026	6442	3092
2027	6445	3089
2028	6448	3086
2029	6451	3082
2030	6454	3079
2031	6457	3076
2032	6460	3073
2033	6464	3069
2034	6467	3066
2035	6470	3063
2036	6473	3060
2037	6475	3056
2038	6478	3053
2039	6481	3050
2040	6484	3046
2041	6487	3043
2042	6490	3040
2043	6493	3037
2044	6497	3034
2045	6500	3030
2046	6503	3027
2047	6506	3024
2048	6509	3021
2049	6512	3017
2050	6515	3014
2051	6518	3011
2052	6521	3008
2053	6524	3004
2054	6527	3001
2055	6530	2998
2056	6533	2995
2057	6536	2991
2058	6539	2988
2059	6542	2985
2060	6545	2982
2061	6548	2978
2062	6551	2975
2063	6554	2972
2064	6557	2969
2065	6560	2966
2066	6563	2962
2067	6567	2959
2068	6570	2956
2069	6572	2953
2070	6576	2949
2071	6579	2946
2072	6583	2943
2073	6586	2940
2074	6589	2937
2075	6592	2934
2076	6595	2931
2077	6599	2928
2078	6603	2925
2079	6606	2922
2080	6609	2918
2081	6612	2915
2082	6615	2912
2083	6618	2909
2084	6621	2905
2085	6624	2902
2086	6627	2899
2087	6630	2896
2088	6633	2893
2089	6636	2889
2090	6639	2886
2091	6642	2883
2092	6645	2879
2093	6648	2876
2094	6651	2873
2095	6655	2870
2096	6658	2867
2097	6661	2863
2098	6664	2860
2099	6667	2857
2100	6670	2854
2101	6673	2850
2102	6676	2847
2103	6679	2844
2104	6682	2841
2105	6685	2837
2106	6688	2834
2107	6691	2831
2108	6694	2828
2109	6697	2825
2110	6700	2821
2111	6703	2818
2112	6707	2815
2113	6711	2812
2114	6714	2809
2115	6717	2806
2116	6720	2803
2117	6724	2800
2118	6727	2797
2119	6731	2794
2120	6734	2790
2121	6737	2787
2122	6740	2784
2123	6743	2781
2124	6746	2777
2125	6749	2774
2126	6752	2771
2127	6755	2768
2128	6758	2764
2129	6761	2761
2130	6764	2758
2131	6767	2755
2132	6770	2752
2133	6773	2748
2134	6776	2745
2135	6780	2742
2136	6783	2739
2137	6786	2736
2138	6789	2733
2139	6792	2729
2140	6795	2726
2141	6798	2723
2142	6801	2720
2143	6804	2716
2144	6808	2713
2145	6811	2710
2146	6814	2707
2147	6817	2704
2148	6820	2700
2149	6823	2697
2150	6826	2694
2151	6829	2691
2152	6833	2688
2153	6836	2685
2154	6839	2682
2155	6842	2678
2156	6846	2675
2157	6850	2672
2158	6853	2669
2159	6856	2666
2160	6859	2663
2161	6862	2659
2162	6865	2656
2163	6868	2653
2164	6871	2650
2165	6874	2646
2166	6877	2643
2167	6880	2640
2168	6883	2637
2169	6886	2634
2170	6889	2630
2171	6892	2627
2172	6895	2624
2173	6898	2621
2174	6901	2617
2175	6904	2614
2176	6907	2611
2177	6910	2608
2178	6913	2604
2179	6916	2601
2180	6919	2598
2181	6922	2595
2182	6925	2591
2183	6928	2588
2184	6932	2585
2185	6935	2582
2186	6938	2579
2187	6941	2575
2188	6944	2572
2189	6947	2569
2190	6950	2566
2191	6953	2563
2192	6956	2559
2193	6959	2556
2194	6962	2553
2195	6965	2550
2196	6968	2547
2197	6971	2543
2198	6974	2540
2199	6977	2537
2200	6980	2534
2201	6983	2530
2202	6986	2527
2203	6989	2524
2204	6992	2521
2205	6995	2517
2206	6998	2514
2207	7001	2511
2208	7004	2508
2209	7007	2504
2210	7010	2501
2211	7013	2498
2212	7016	2495
2213	7019	2491
2214	7022	2488
2215	7026	2485
2216	7030	2483
2217	7033	2479
2218	7038	2477
2219	7041	2474
2220	7045	2471
2221	7049	2468
2222	7052	2464
2223	7055	2461
2224	7058	2458
2225	7062	2455
2226	7065	2452
2227	7069	2449
2228	7072	2446
2229	7076	2443
2230	7079	2440
2231	7082	2437
2232	7086	2434
2233	7090	2431
2234	7093	2427
2235	7096	2424
2236	7099	2421
2237	7102	2418
2238	7105	2415
2239	7108	2411
2240	7111	2408
2241	7114	2405
2242	7117	2402
2243	7120	2398
2244	7123	2395
2245	7126	2392
2246	7129	2389
2247	7132	2386
2248	7136	2382
2249	7139	2379
2250	7142	2376
2251	7145	2373
2252	7148	2370
2253	7151	2366
2254	7154	2363
2255	7157	2360
2256	7160	2357
2257	7163	2354
2258	7166	2350
2259	7169	2347
2260	7172	2344
2261	7175	2341
2262	7178	2337
2263	7181	2334
2264	7184	2331
2265	7187	2328
2266	7190	2325
2267	7193	2321
2268	7196	2318
2269	7199	2315
2270	7202	2312
2271	7205	2308
2272	7208	2305
2273	7211	2302
2274	7214	2299
2275	7217	2295
2276	7220	2292
2277	7223	2289
2278	7226	2286
2279	7229	2283
2280	7232	2279
2281	7235	2276
2282	7238	2273
2283	7241	2270
2284	7244	2266
2285	7247	2263
2286	7250	2260
2287	7253	2257
2288	7256	2254
2289	7259	2250
2290	7262	2247
2291	7265	2244
2292	7268	2241
2293	7271	2238
2294	7274	2234
2295	7277	2231
2296	7280	2228
2297	7283	2225
2298	7286	2221
2299	7289	2218
2300	7292	2215
2301	7295	2212
2302	7298	2209
2303	7302	2205
2304	7305	2202
2305	7308	2199
2306	7311	2196
2307	7314	2192
2308	7316	2189
2309	7319	2186
2310	7322	2183
2311	7326	2180
2312	7329	2176
2313	7332	2173
2314	7348	2174
2315	7363	2174
2316	7373	2173
2317	7383	2172
2318	7390	2170
2319	7396	2167
2320	7403	2166
2321	7424	2167
2322	7428	2165
2323	7433	2162
2324	7437	2159
2325	7442	2156
2326	7447	2153
2327	7452	2151
2328	7456	2148
2329	7461	2145
2330	7465	2142
2331	7469	2139
2332	7473	2136
2333	7477	2133
2334	7481	2130
2335	7485	2127
2336	7490	2124
2337	7495	2122
2338	7499	2119
2339	7503	2116
2340	7510	2114
2341	7514	2111
2342	7517	2108
2343	7521	2105
2344	7525	2102
2345	7529	2098
2346	7532	2095
2347	7536	2092
2348	7540	2089
2349	7544	2086
2350	7548	2083
2351	7552	2080
2352	7556	2077
2353	7559	2074
2354	7563	2071
2355	7567	2068
2356	7570	2065
2357	7574	2062
2358	7578	2059
2359	7582	2056
2360	7585	2053
2361	7590	2050
2362	7593	2047
2363	7597	2044
2364	7601	2040
2365	7605	2037
2366	7609	2034
2367	7613	2032
2368	7617	2028
2369	7621	2025
2370	7624	2022
2371	7628	2019
2372	7632	2016
2373	7635	2013
2374	7639	2010
2375	7643	2007
2376	7646	2004
2377	7650	2001
2378	7654	1998
2379	7657	1994
2380	7661	1991
2381	7665	1988
2382	7668	1985
2383	7672	1982
2384	7676	1979
2385	7679	1976
2386	7683	1973
2387	7686	1969
2388	7690	1966
2389	7694	1963
2390	7697	1960
2391	7702	1957
2392	7705	1954
2393	7709	1951
2394	7716	1949
2395	7723	1946
2396	7726	1943
2397	7730	1940
2398	7734	1937
2399	7737	1934
2400	7741	1931
2401	7744	1928
2402	7747	1924
2403	7751	1921
2404	7754	1918
2405	7758	1915
2406	7761	1912
2407	7765	1909
2408	7769	1906
2409	7772	1902
2410	7776	1899
2411	7780	1896
2412	7783	1893
2413	7787	1890
2414	7790	1887
2415	7794	1884
2416	7797	1880
2417	7801	1877
2418	7804	1874
2419	7808	1871
2420	7811	1868
2421	7815	1865
2422	7818	1861
2423	7821	1858
2424	7824	1855
2425	7827	1851
2426	7830	1848
2427	7834	1845
2428	7837	1842
2429	7840	1839
2430	7843	1835
2431	7846	1832
2432	7849	1829
2433	7852	1825
2434	7855	1822
2435	7858	1819
2436	7861	1816
2437	7864	1812
2438	7867	1809
2439	7870	1806
2440	7873	1802
2441	7875	1799
2442	7878	1796
2443	7882	1793
2444	7885	1789
2445	7888	1786
2446	7891	1783
2447	7894	1780
2448	7897	1776
2449	7900	1773
2450	7903	1770
2451	7906	1766
2452	7909	1763
2453	7912	1760
2454	7915	1757
2455	7918	1753
2456	7921	1750
2457	7924	1747
2458	7927	1744
2459	7930	1740
2460	7933	1737
2461	7936	1734
2462	7939	1731
2463	7943	1727
2464	7946	1724
2465	7950	1721
2466	7953	1718
2467	7956	1715
2468	7960	1712
2469	7963	1708
2470	7967	1705
2471	7970	1702
2472	7973	1699
2473	7976	1695
2474	7979	1692
2475	7982	1689
2476	7985	1686
2477	7988	1682
2478	7991	1679
2479	7995	1676
2480	7999	1673
2481	8002	1670
2482	8006	1667
2483	8009	1663
2484	8012	1660
2485	8015	1657
2486	8019	1654
2487	8023	1651
2488	8027	1648
2489	8030	1644
2490	8035	1641
2491	8038	1638
2492	8042	1635
2493	8045	1632
2494	8049	1629
2495	8053	1626
2496	8056	1622
2497	8060	1619
2498	8064	1616
2499	8067	1613
2500	8071	1610
2501	8074	1607
2502	8078	1604
2503	8081	1600
2504	8085	1597
2505	8088	1594
2506	8092	1591
2507	8095	1588
2508	8099	1585
2509	8103	1581
2510	8106	1578
2511	8109	1575
2512	8113	1572
2513	8116	1569
2514	8120	1565
2515	8124	1562
2516	8128	1559
2517	8132	1556
2518	8136	1553
2519	8140	1550
2520	8143	1547
2521	8146	1544
2522	8150	1540
2523	8153	1537
2524	8157	1534
2525	8160	1531
2526	8164	1528
2527	8167	1524
2528	8170	1521
2529	8173	1518
2530	8176	1515
2531	8179	1511
2532	8183	1508
2533	8186	1505
2534	8189	1502
2535	8192	1498
2536	8195	1495
2537	8198	1492
2538	8202	1489
2539	8205	1486
2540	8208	1482
2541	8211	1479
2542	8214	1476
2543	8217	1473
2544	8220	1469
2545	8223	1466
2546	8226	1463
2547	8229	1459
2548	8232	1456
2549	8235	1453
2550	8238	1450
2551	8241	1446
2552	8244	1443
2553	8247	1440
2554	8250	1437
2555	8253	1433
2556	8256	1430
2557	8259	1427
2558	8262	1423
2559	8265	1420
2560	8268	1417
2561	8272	1414
2562	8275	1410
2563	8278	1407
2564	8281	1404
2565	8284	1401
2566	8287	1397
2567	8290	1394
2568	8293	1391
2569	8296	1388
2570	8299	1384
2571	8302	1381
2572	8305	1378
2573	8308	1375
2574	8311	1371
2575	8315	1368
2576	8318	1365
2577	8321	1362
2578	8324	1358
2579	8327	1355
2580	8330	1352
2581	8333	1349
2582	8336	1345
2583	8339	1342
2584	8343	1339
2585	8346	1336
2586	8349	1332
2587	8352	1329
2588	8355	1326
2589	8358	1323
2590	8361	1319
2591	8365	1316
2592	8368	1313
2593	8371	1310
2594	8374	1306
2595	8376	1303
2596	8379	1300
2597	8383	1297
2598	8385	1293
2599	8389	1290
2600	8392	1287
2601	8395	1284
2602	8398	1280
2603	8401	1277
2604	8404	1274
2605	8407	1271
2606	8410	1267
2607	8413	1264
2608	8416	1261
2609	8419	1258
2610	8422	1254
2611	8425	1251
2612	8428	1248
2613	8431	1244
2614	8434	1241
2615	8437	1238
2616	8440	1235
2617	8443	1231
2618	8446	1228
2619	8449	1225
2620	8452	1222
2621	8455	1219
2622	8458	1215
2623	8462	1212
2624	8465	1209
2625	8468	1206
2626	8471	1202
2627	8474	1199
2628	8477	1196
2629	8480	1193
2630	8484	1189
2631	8487	1186
2632	8490	1183
2633	8493	1180
2634	8496	1176
2635	8499	1173
2636	8502	1170
2637	8505	1167
2638	8508	1163
2639	8511	1160
2640	8515	1157
2641	8518	1154
2642	8521	1150
2643	8524	1147
2644	8527	1144
2645	8530	1141
2646	8533	1137
2647	8536	1134
2648	8539	1131
2649	8542	1128
2650	8545	1125
2651	8548	1121
2652	8551	1118
2653	8554	1115
2654	8557	1112
2655	8560	1108
2656	8563	1105
2657	8566	1102
2658	8569	1099
2659	8572	1095
2660	8576	1092
2661	8579	1089
2662	8582	1086
2663	8585	1082
2664	8588	1079
2665	8591	1076
2666	8594	1073
2667	8597	1069
2668	8600	1066
2669	8603	1063
2670	8607	1060
2671	8610	1056
2672	8613	1053
2673	8616	1050
2674	8619	1047
2675	8622	1044
2676	8626	1040
2677	8629	1037
2678	8632	1034
2679	8635	1031
2680	8638	1027
2681	8641	1024
2682	8644	1021
2683	8647	1018
2684	8650	1014
2685	8653	1011
2686	8656	1008
2687	8659	1005
2688	8662	1001
2689	8665	998
2690	8668	995
2691	8671	992
2692	8674	988
2693	8678	985
2694	8681	982
2695	8684	979
2696	8687	975
2697	8690	972
2698	8693	969
2699	8696	966
2700	8699	963
2701	8702	959
2702	8705	956
2703	8708	953
2704	8711	950
2705	8714	946
2706	8717	943
2707	8720	940
2708	8724	937
2709	8727	933
2710	8730	930
2711	8733	927
2712	8736	924
2713	8739	920
2714	8742	917
2715	8745	914
2716	8748	911
2717	8751	908
2718	8754	904
2719	8758	901
2720	8761	898
2721	8764	895
2722	8767	891
2723	8770	888
2724	8773	885
2725	8776	882
2726	8779	878
2727	8782	875
2728	8785	872
2729	8788	869
2730	8791	865
2731	8794	862
2732	8797	859
2733	8800	856
2734	8803	852
2735	8806	849
2736	8809	846
2737	8812	843
2738	8815	840
2739	8818	836
2740	8821	833
2741	8824	830
2742	8828	827
2743	8831	823
2744	8834	820
2745	8837	817
2746	8840	814
2747	8843	810
2748	8846	807
2749	8849	804
2750	8853	801
2751	8856	798
2752	8859	794
2753	8862	791
2754	8865	788
2755	8869	785
2756	8872	781
2757	8875	778
2758	8878	775
2759	8881	772
2760	8884	769
2761	8887	765
2762	8890	762
2763	8893	759
2764	8896	756
2765	8899	752
2766	8902	749
2767	8905	746
2768	8908	743
2769	8911	739
2770	8914	736
2771	8917	733
2772	8920	730
2773	8924	727
2774	8927	723
2775	8930	720
2776	8933	717
2777	8937	714
2778	8940	711
2779	8943	707
2780	8947	704
2781	8950	701
2782	8954	698
2783	8957	694
2784	8960	691
2785	8964	688
2786	8967	685
2787	8970	682
2788	8973	678
2789	8976	675
2790	8980	672
2791	8983	669
2792	8986	666
2793	8989	662
2794	8992	659
2795	8995	656
2796	8998	653
2797	9001	649
2798	9004	646
2799	9007	643
2800	9011	640
2801	9014	636
2802	9017	633
2803	9020	630
2804	9023	627
2805	9026	624
2806	9029	620
2807	9032	617
2808	9035	614
2809	9038	611
2810	9041	607
2811	9044	604
2812	9047	601
2813	9050	598
2814	9053	595
2815	9056	591
2816	9059	588
2817	9062	585
2818	9066	582
2819	9069	578
2820	9072	575
2821	9074	572
2822	9078	569
2823	9081	565
2824	9084	562
2825	9087	559
2826	9090	556
2827	9093	553
2828	9096	549
2829	9099	546
2830	9102	543
2831	9105	540
2832	9108	536
2833	9111	533
2834	9114	530
2835	9118	527
2836	9121	524
2837	9124	520
2838	9127	517
2839	9130	514
2840	9133	511
2841	9136	507
2842	9139	504
2843	9142	501
2844	9145	498
2845	9148	495
2846	9151	491
2847	9154	488
2848	9158	485
2849	9161	482
2850	9164	478
2851	9167	475
2852	9169	472
2853	9173	469
2854	9176	466
2855	9179	462
2856	9182	459
2857	9185	456
2858	9188	453
2859	9191	449
2860	9194	446
2861	9197	443
2862	9200	440
2863	9203	437
2864	9206	433
2865	9209	430
2866	9212	427
2867	9215	424
2868	9219	420
2869	9222	417
2870	9225	414
2871	9228	411
2872	9231	408
2873	9234	404
2874	9237	401
2875	9240	398
2876	9243	395
2877	9246	391
2878	9249	388
2879	9252	385
2880	9256	382
2881	9259	379
2882	9262	375
2883	9265	372
2884	9268	369
2885	9271	366
2886	9274	363
2887	9277	359
2888	9280	356
2889	9283	353
2890	9286	350
2891	9289	346
2892	9293	343
2893	9296	340
2894	9299	337
2895	9302	334
2896	9305	330
2897	9308	327
2898	9311	324
2899	9314	321
2900	9317	317
2901	9320	314
2902	9323	311
2903	9327	308
2904	9330	305
2905	9333	301
2906	9336	298
2907	9339	295
2908	9342	292
2909	9345	289
2910	9349	285
2911	9352	282
2912	9355	279
2913	9358	276
2914	9361	272
2915	9364	269
2916	9367	266
2917	9370	263
2918	9373	260
2919	9376	256
2920	9379	253
2921	9382	250
2922	9385	247
2923	9389	244
2924	9392	240
2925	9396	237
2926	9399	234
2927	9403	231
2928	9406	228
2929	9411	224
2930	9415	221
2931	9418	218
2932	9422	215
2933	9426	212
2934	9430	208
2935	9433	205
2936	9437	202
2937	9441	199
2938	9444	196
2939	9447	192
2940	9452	189
2941	9455	186
2942	9459	183
2943	9462	179
2944	9465	176
2945	9469	173
2946	9472	170
2947	9476	167
2948	9479	163
2949	9483	160
2950	9486	157
2951	9490	154
2952	9493	151
2953	9496	147
2954	9499	144
2955	9503	141
2956	9506	138
2957	9509	135
2958	9512	131
2959	9516	128
2960	9519	125
2961	9522	122
2962	9525	118
2963	9528	115
2964	9531	112
2965	9534	109
2966	9537	106
2967	9541	102
2968	9544	99
2969	9547	96
2970	9550	93
2971	9553	90
2972	9556	86
2973	9559	83
2974	9562	80
2975	9565	77
2976	9568	73
2977	9571	70
2978	9574	67
2979	9577	64
2980	9580	61
2981	9583	57
2982	9587	54
2983	9590	51
2984	9593	48
2985	9596	44
2986	9599	41
2987	9602	38
2988	9605	35
2989	9609	32
2990	9612	28
2991	9615	25
2992	9618	22
2993	9621	19
2994	9624	16
2995	9627	12
2996	9630	9
2997	9633	6
2998	9636	3
2999	9639	0
