iter	RMSE
1664	1528.84038
1665	1528.650335
1666	1528.056137
1667	1527.653355
1668	1527.242567
1669	1526.6229
1670	1526.42214
1671	1525.945524
1672	1525.465424
1673	1524.798457
1674	1524.424479
1675	1523.948556
1676	1523.490809
1677	1523.039846
1678	1522.542301
1679	1522.237473
1680	1521.877503
1681	1521.562871
1682	1521.232171
1683	1520.794556
1684	1520.235626
1685	1519.955547
1686	1519.538708
1687	1518.870856
1688	1518.606282
1689	1518.15545
1690	1517.763315
1691	1517.267358
1692	1516.675678
1693	1516.496349
1694	1515.953069
1695	1515.35748
1696	1514.896415
1697	1514.447842
1698	1514.056863
1699	1513.704771
1700	1513.431259
1701	1513.115789
1702	1512.691574
1703	1512.14548
1704	1511.955021
1705	1511.724584
1706	1511.413631
1707	1511.040292
1708	1510.49044
1709	1510.253852
1710	1509.839998
1711	1509.57481
1712	1509.204898
1713	1508.609832
1714	1507.909377
1715	1507.499398
1716	1506.946311
1717	1506.262044
1718	1505.768649
1719	1505.404807
1720	1504.894051
1721	1504.592363
1722	1504.029788
1723	1503.641236
1724	1503.3873
1725	1502.917487
1726	1502.440901
1727	1501.947094
1728	1501.458789
1729	1501.308636
1730	1500.778054
1731	1500.43507
1732	1499.578652
1733	1499.129285
1734	1498.767442
1735	1498.482575
1736	1497.959468
1737	1497.349682
1738	1496.775381
1739	1496.168966
1740	1495.857975
1741	1495.384589
1742	1494.816807
1743	1494.37998
1744	1494.0923
1745	1493.541732
1746	1493.231075
1747	1492.623302
1748	1492.242404
1749	1491.663011
1750	1491.178291
1751	1490.821124
1752	1490.448077
1753	1490.047801
1754	1489.725708
1755	1489.389679
1756	1488.788573
1757	1488.302677
1758	1488.081004
1759	1487.663461
1760	1487.423598
1761	1486.933036
1762	1486.516769
1763	1486.104164
1764	1485.677095
1765	1485.26221
1766	1484.796318
1767	1484.232285
1768	1484.069048
1769	1483.757232
1770	1483.288683
1771	1482.971209
1772	1482.502742
1773	1482.137701
1774	1481.682138
1775	1481.273786
1776	1480.855199
1777	1480.29429
1778	1479.774973
1779	1479.352392
1780	1479.013492
1781	1478.72791
1782	1478.315108
1783	1477.938928
1784	1477.628313
1785	1477.352215
1786	1476.95185
1787	1476.407257
1788	1475.818946
1789	1475.450621
1790	1474.921489
1791	1474.602083
1792	1474.169439
1793	1473.728394
1794	1473.35691
1795	1472.978961
1796	1472.588846
1797	1472.183043
1798	1471.609083
1799	1471.318406
1800	1471.067747
1801	1470.706808
1802	1470.267501
1803	1469.797391
1804	1469.328534
1805	1468.870954
1806	1468.372078
1807	1467.792154
1808	1467.345115
1809	1466.803325
1810	1466.391417
1811	1465.913463
1812	1465.645893
1813	1465.301279
1814	1464.985846
1815	1464.641895
1816	1464.330484
1817	1463.995608
1818	1463.581746
1819	1463.117322
1820	1462.53981
1821	1462.354001
1822	1461.923817
1823	1461.487474
1824	1461.118978
1825	1460.858227
1826	1460.26418
1827	1459.776907
1828	1459.501906
1829	1459.210052
1830	1458.729367
1831	1458.442497
1832	1458.193626
1833	1457.890123
1834	1457.305716
1835	1456.849396
1836	1456.395351
1837	1455.884775
1838	1455.446812
1839	1454.902695
1840	1454.83534
1841	1454.508157
1842	1454.143403
1843	1453.735323
1844	1453.428165
1845	1453.077469
1846	1452.723738
1847	1452.287481
1848	1451.790762
1849	1451.307727
1850	1450.775305
1851	1450.319791
1852	1450.015425
1853	1449.589094
1854	1449.288945
1855	1448.892826
1856	1448.491976
1857	1448.241561
1858	1447.74339
1859	1447.396532
1860	1447.034786
1861	1446.559985
1862	1446.070679
1863	1445.829629
1864	1445.52126
1865	1445.087866
1866	1444.854216
1867	1444.461507
1868	1444.140602
1869	1443.65094
1870	1443.071853
1871	1442.822169
1872	1442.554876
1873	1442.203582
1874	1441.74752
1875	1441.314008
1876	1440.757929
1877	1440.536743
1878	1440.122485
1879	1439.833082
1880	1439.32103
1881	1438.774878
1882	1438.246592
1883	1437.965835
1884	1437.607089
1885	1437.23485
1886	1436.730088
1887	1436.314419
1888	1435.849973
1889	1435.35535
1890	1435.076093
1891	1434.769256
1892	1434.294325
1893	1433.910699
1894	1433.176697
1895	1432.714473
1896	1432.255828
1897	1431.93403
1898	1431.643067
1899	1431.066025
1900	1430.688635
1901	1430.166655
1902	1429.698741
1903	1429.328535
1904	1428.966221
1905	1428.234051
1906	1427.663767
1907	1427.385192
1908	1427.037462
1909	1426.846633
1910	1426.594135
1911	1426.116044
1912	1425.736968
1913	1425.442515
1914	1425.205024
1915	1424.817389
1916	1424.666734
1917	1424.243893
1918	1423.738788
1919	1423.359363
1920	1422.991763
1921	1422.620861
1922	1422.052776
1923	1421.795989
1924	1421.556504
1925	1421.087337
1926	1420.74348
1927	1420.416699
1928	1419.958419
1929	1419.542539
1930	1419.252847
1931	1419.000062
1932	1418.704821
1933	1418.090265
1934	1417.736507
1935	1417.53569
1936	1417.26293
1937	1416.888336
1938	1416.716563
1939	1416.339212
1940	1416.18806
1941	1415.919475
1942	1415.321608
1943	1414.929349
1944	1414.62428
1945	1414.405285
1946	1414.218927
1947	1413.81142
1948	1413.359978
1949	1412.918886
1950	1412.747032
1951	1412.540892
1952	1412.327262
1953	1411.984949
1954	1411.725567
1955	1411.276599
1956	1410.873725
1957	1410.48946
1958	1410.132156
1959	1409.671516
1960	1409.497262
1961	1409.027141
1962	1408.884231
1963	1408.513633
1964	1408.060845
1965	1407.764476
1966	1407.332071
1967	1406.900407
1968	1406.680611
1969	1406.261758
1970	1405.87406
1971	1405.610218
1972	1405.350105
1973	1405.025912
1974	1404.707945
1975	1404.335038
1976	1404.144574
1977	1403.678135
1978	1403.396781
1979	1403.31027
1980	1403.127464
1981	1402.66355
1982	1402.349163
1983	1401.988167
1984	1401.426453
1985	1401.120175
1986	1400.628595
1987	1400.325155
1988	1400.038163
1989	1399.747518
1990	1399.409407
1991	1399.074986
1992	1398.821243
1993	1398.350331
1994	1398.214391
1995	1397.945499
1996	1397.654086
1997	1397.277483
1998	1396.919212
1999	1396.504751
2000	1396.071788
2001	1395.670038
2002	1395.392492
2003	1394.930536
2004	1394.726056
2005	1394.273246
2006	1394.062287
2007	1393.831538
2008	1393.376304
2009	1392.918607
2010	1392.631738
2011	1392.273588
2012	1392.027549
2013	1391.827504
2014	1391.597602
2015	1391.227705
2016	1390.956506
2017	1390.562672
2018	1390.19153
2019	1389.750923
2020	1389.375086
2021	1388.969212
2022	1388.791816
2023	1388.40215
2024	1388.125854
2025	1387.94414
2026	1387.718232
2027	1387.34205
2028	1387.027951
2029	1386.734967
2030	1386.376697
2031	1386.19266
2032	1385.915409
2033	1385.515734
2034	1385.110174
2035	1384.742423
2036	1384.448039
2037	1383.923688
2038	1383.757108
2039	1382.868623
2040	1382.435626
2041	1382.107543
2042	1381.748082
2043	1381.474513
2044	1380.858922
2045	1380.51536
2046	1380.121225
2047	1379.77517
2048	1379.558295
2049	1379.146105
2050	1378.779334
2051	1378.487036
2052	1377.930309
2053	1377.593306
2054	1377.289455
2055	1376.769548
2056	1376.210448
2057	1375.821665
2058	1375.276613
2059	1375.052585
2060	1374.677116
2061	1374.325128
2062	1373.888177
2063	1373.440549
2064	1373.116157
2065	1372.836803
2066	1372.502797
2067	1372.22448
2068	1371.743937
2069	1371.573338
2070	1371.310337
2071	1371.00193
2072	1370.555733
2073	1370.337467
2074	1369.591614
2075	1369.347988
2076	1368.988735
2077	1368.470613
2078	1368.182826
2079	1367.843764
2080	1367.521622
2081	1367.182543
2082	1366.806852
2083	1366.503489
2084	1366.237498
2085	1366.118108
2086	1365.817069
2087	1365.364496
2088	1364.946294
2089	1364.852816
2090	1364.59365
2091	1364.248516
2092	1363.890521
2093	1363.4541
2094	1363.112594
2095	1362.628421
2096	1362.301824
2097	1362.042532
2098	1361.852612
2099	1361.470944
2100	1361.306944
2101	1361.118579
2102	1360.778656
2103	1360.380041
2104	1359.934272
2105	1359.526137
2106	1358.82525
2107	1358.454816
2108	1358.123099
2109	1357.876856
2110	1357.584616
2111	1357.233315
2112	1357.015638
2113	1356.67737
2114	1356.259216
2115	1355.84593
2116	1355.551809
2117	1355.030108
2118	1354.484246
2119	1354.006867
2120	1353.680662
2121	1353.280485
2122	1352.982735
2123	1352.683698
2124	1352.317104
2125	1352.02599
2126	1351.485749
2127	1351.277407
2128	1350.887097
2129	1350.428441
2130	1350.018136
2131	1349.582703
2132	1349.405693
2133	1349.164116
2134	1348.831106
2135	1348.513113
2136	1348.041549
2137	1347.845764
2138	1347.331791
2139	1346.809407
2140	1346.538754
2141	1346.122855
2142	1345.796766
2143	1345.538489
2144	1345.094468
2145	1344.900356
2146	1344.578978
2147	1344.213055
2148	1344.020906
2149	1343.781654
2150	1343.484435
2151	1342.916088
2152	1342.584271
2153	1342.135677
2154	1341.758946
2155	1341.429786
2156	1341.067065
2157	1340.699209
2158	1340.447764
2159	1340.150931
2160	1339.762879
2161	1339.392895
2162	1339.014407
2163	1338.614345
2164	1338.386637
2165	1338.071389
2166	1337.738642
2167	1337.418527
2168	1337.174466
2169	1336.860445
2170	1336.664871
2171	1336.413349
2172	1336.01828
2173	1335.841792
2174	1335.604695
2175	1335.252376
2176	1334.896029
2177	1334.536351
2178	1333.957614
2179	1333.565386
2180	1333.276154
2181	1332.84883
2182	1332.704289
2183	1332.534694
2184	1332.232678
2185	1331.897149
2186	1331.694293
2187	1331.489497
2188	1331.034933
2189	1330.668573
2190	1330.479706
2191	1330.013288
2192	1329.562681
2193	1329.300367
2194	1329.123066
2195	1328.668263
2196	1328.387479
2197	1327.875222
2198	1327.551243
2199	1327.221975
2200	1326.994251
2201	1326.72718
2202	1326.345018
2203	1326.025972
2204	1325.706927
2205	1325.331703
2206	1324.939785
2207	1324.702237
2208	1324.364985
2209	1324.031908
2210	1323.496356
2211	1323.061854
2212	1322.724245
2213	1322.382412
2214	1322.070894
2215	1321.867973
2216	1321.622684
2217	1321.343844
2218	1321.09382
2219	1320.797932
2220	1320.476529
2221	1320.194561
2222	1319.997107
2223	1319.634478
2224	1319.377924
2225	1319.155592
2226	1318.901699
2227	1318.641452
2228	1318.401572
2229	1318.16963
2230	1317.756421
2231	1317.45061
2232	1317.056869
2233	1316.73399
2234	1316.54808
2235	1316.370914
2236	1316.18919
2237	1316.031139
2238	1315.845023
2239	1315.586548
2240	1315.333008
2241	1315.090667
2242	1314.843591
2243	1314.521757
2244	1314.270635
2245	1314.132744
2246	1313.780655
2247	1313.467683
2248	1313.191419
2249	1313.015139
2250	1312.680028
2251	1312.276356
2252	1312.054069
2253	1311.809604
2254	1311.535531
2255	1311.109735
2256	1310.685579
2257	1310.382382
2258	1310.153322
2259	1309.620943
2260	1309.387054
2261	1308.926036
2262	1308.56669
2263	1308.427418
2264	1308.215901
2265	1307.770259
2266	1307.272598
2267	1306.990744
2268	1306.618967
2269	1306.227232
2270	1305.921134
2271	1305.557483
2272	1305.201089
2273	1304.920825
2274	1304.642581
2275	1304.413421
2276	1304.128315
2277	1303.965979
2278	1303.653938
2279	1303.442281
2280	1303.227053
2281	1302.889228
2282	1302.333741
2283	1301.947973
2284	1301.77662
2285	1301.568307
2286	1301.323741
2287	1301.083293
2288	1300.959155
2289	1300.767913
2290	1300.653587
2291	1300.333683
2292	1300.090871
2293	1299.766613
2294	1299.373995
2295	1299.181238
2296	1298.852683
2297	1298.622434
2298	1298.457456
2299	1297.895094
2300	1297.594951
2301	1297.235977
2302	1296.956382
2303	1296.788668
2304	1296.342315
2305	1296.141068
2306	1295.801996
2307	1295.378279
2308	1295.024402
2309	1294.760113
2310	1294.460831
2311	1294.138788
2312	1293.800653
2313	1293.49656
2314	1293.16143
2315	1292.923463
2316	1292.645804
2317	1292.283066
2318	1291.736939
2319	1290.959991
2320	1290.597681
2321	1290.422368
2322	1290.118935
2323	1289.880593
2324	1289.491115
2325	1289.129743
2326	1288.958294
2327	1288.684319
2328	1288.329881
2329	1288.086236
2330	1287.791944
2331	1287.432261
2332	1286.964205
2333	1286.647013
2334	1286.520622
2335	1286.280917
2336	1285.900865
2337	1285.629542
2338	1285.418844
2339	1284.552024
2340	1284.256935
2341	1283.952862
2342	1283.692677
2343	1283.010271
2344	1282.715522
2345	1282.449702
2346	1282.292792
2347	1282.0519
2348	1281.628731
2349	1281.443604
2350	1281.133748
2351	1280.825545
2352	1280.499758
2353	1280.055742
2354	1279.781399
2355	1279.552883
2356	1279.3586
2357	1279.115607
2358	1278.837332
2359	1278.651424
2360	1278.181152
2361	1277.884496
2362	1277.638314
2363	1277.288571
2364	1277.060209
2365	1276.786488
2366	1276.471158
2367	1276.041459
2368	1275.651167
2369	1275.502529
2370	1275.141353
2371	1274.770668
2372	1274.444518
2373	1274.167033
2374	1273.912395
2375	1273.420676
2376	1273.100779
2377	1272.914587
2378	1272.646573
2379	1272.346053
2380	1272.128166
2381	1271.94434
2382	1271.458426
2383	1271.077807
2384	1270.683502
2385	1270.38024
2386	1270.146418
2387	1269.816724
2388	1269.510805
2389	1269.216006
2390	1268.840194
2391	1268.470747
2392	1268.167086
2393	1267.826203
2394	1267.568893
2395	1267.342178
2396	1266.982367
2397	1266.807593
2398	1266.438264
2399	1266.130287
2400	1265.635748
2401	1265.392285
2402	1265.191806
2403	1264.750008
2404	1264.431649
2405	1264.244748
2406	1263.962353
2407	1263.801276
2408	1263.369779
2409	1263.063448
2410	1262.597988
2411	1262.269554
2412	1261.918403
2413	1261.644257
2414	1261.374953
2415	1260.968451
2416	1260.45366
2417	1260.156099
2418	1259.95079
2419	1259.669761
2420	1259.368747
2421	1259.069499
2422	1258.928644
2423	1258.626095
2424	1258.437195
2425	1258.19752
2426	1258.032405
2427	1257.579736
2428	1257.307973
2429	1257.04657
2430	1256.61258
2431	1256.423825
2432	1256.135979
2433	1255.79899
2434	1255.500596
2435	1254.987328
2436	1254.853256
2437	1254.572361
2438	1254.327615
2439	1254.066078
2440	1253.785544
2441	1253.440873
2442	1253.087158
2443	1252.890181
2444	1252.620392
2445	1252.393371
2446	1252.154455
2447	1251.962695
2448	1251.63255
2449	1251.319384
2450	1251.024502
2451	1250.588032
2452	1250.365681
2453	1250.022665
2454	1249.778458
2455	1249.478659
2456	1249.170409
2457	1248.641367
2458	1248.406415
2459	1248.17624
2460	1248.026222
2461	1247.776508
2462	1247.538043
2463	1247.175311
2464	1246.821352
2465	1246.643789
2466	1246.313048
2467	1246.03315
2468	1245.556839
2469	1245.231207
2470	1244.873137
2471	1244.557002
2472	1244.399298
2473	1244.170921
2474	1243.978858
2475	1243.580176
2476	1243.41551
2477	1243.1455
2478	1242.91368
2479	1242.599858
2480	1242.2937
2481	1242.01317
2482	1241.80369
2483	1241.606409
2484	1241.453768
2485	1241.195489
2486	1240.925177
2487	1240.50452
2488	1240.340979
2489	1240.135791
2490	1239.634717
2491	1239.327423
2492	1239.125146
2493	1238.860534
2494	1238.616636
2495	1238.428064
2496	1238.202628
2497	1237.90243
2498	1237.496862
2499	1237.30781
2500	1237.098246
2501	1236.836003
2502	1236.626398
2503	1236.181444
2504	1235.829632
2505	1235.663284
2506	1235.445011
2507	1235.182087
2508	1234.960027
2509	1234.669691
2510	1234.394216
2511	1233.960947
2512	1233.760449
2513	1233.517246
2514	1233.36802
2515	1233.076383
2516	1232.733484
2517	1232.493756
2518	1232.066046
2519	1231.915473
2520	1231.656126
2521	1231.389268
2522	1230.977294
2523	1230.746304
2524	1230.553272
2525	1230.291884
2526	1230.078513
2527	1229.820875
2528	1229.558098
2529	1229.303351
2530	1228.988799
2531	1228.634235
2532	1228.451078
2533	1228.274008
2534	1227.979421
2535	1227.650918
2536	1227.425159
2537	1227.129477
2538	1226.883908
2539	1226.472533
2540	1226.172551
2541	1225.940647
2542	1225.694955
2543	1225.247036
2544	1225.064906
2545	1224.870369
2546	1224.708554
2547	1224.505854
2548	1224.252099
2549	1224.078676
2550	1223.835913
2551	1223.453161
2552	1223.246646
2553	1222.99226
2554	1222.798027
2555	1222.492822
2556	1222.248999
2557	1222.00649
2558	1221.803707
2559	1221.612436
2560	1221.417844
2561	1221.179984
2562	1220.871508
2563	1220.65678
2564	1220.351738
2565	1220.117719
2566	1219.895145
2567	1219.651082
2568	1219.398271
2569	1219.110306
2570	1219.013717
2571	1218.818857
2572	1218.540082
2573	1218.25069
2574	1217.941341
2575	1217.602028
2576	1217.398661
2577	1217.088014
2578	1216.847188
2579	1216.600544
2580	1216.342891
2581	1215.903542
2582	1215.625704
2583	1215.334123
2584	1215.181004
2585	1214.896935
2586	1214.540575
2587	1214.111393
2588	1213.864588
2589	1213.594482
2590	1213.363059
2591	1213.043755
2592	1212.947418
2593	1212.73429
2594	1212.571956
2595	1212.266826
2596	1212.046086
2597	1211.73223
2598	1211.335863
2599	1210.970767
2600	1210.442365
2601	1210.293545
2602	1209.884161
2603	1209.604227
2604	1209.423914
2605	1209.084144
2606	1208.755891
2607	1208.464184
2608	1208.245225
2609	1208.025369
2610	1207.802412
2611	1207.553469
2612	1207.341651
2613	1207.026297
2614	1206.714987
2615	1206.441399
2616	1205.953698
2617	1205.574941
2618	1205.292011
2619	1205.055194
2620	1204.840256
2621	1204.664887
2622	1204.435214
2623	1204.182955
2624	1203.906244
2625	1203.638856
2626	1203.425213
2627	1203.21089
2628	1202.994686
2629	1202.767055
2630	1202.489428
2631	1202.353687
2632	1202.076362
2633	1201.975692
2634	1201.716971
2635	1201.409769
2636	1201.228711
2637	1200.806596
2638	1200.529534
2639	1200.251603
2640	1199.907356
2641	1199.492807
2642	1199.173416
2643	1198.998926
2644	1198.799546
2645	1198.556771
2646	1198.306253
2647	1197.913819
2648	1197.699163
2649	1197.469072
2650	1197.33233
2651	1196.978962
2652	1196.750663
2653	1196.44121
2654	1196.099727
2655	1195.868053
2656	1195.390377
2657	1195.099016
2658	1194.926813
2659	1194.796512
2660	1194.627283
2661	1194.421466
2662	1194.096545
2663	1193.714428
2664	1193.453058
2665	1193.310967
2666	1192.940791
2667	1192.453712
2668	1192.177361
2669	1191.919292
2670	1191.497964
2671	1191.076841
2672	1190.826428
2673	1190.557705
2674	1190.305392
2675	1190.070035
2676	1189.886874
2677	1189.701273
2678	1189.507207
2679	1189.21306
2680	1189.067126
2681	1188.951119
2682	1188.742111
2683	1188.444092
2684	1188.229928
2685	1188.030441
2686	1187.634149
2687	1187.391586
2688	1187.039411
2689	1186.712951
2690	1186.567855
2691	1186.197946
2692	1185.927747
2693	1185.644006
2694	1185.382355
2695	1185.275516
2696	1185.044711
2697	1184.754171
2698	1184.508268
2699	1184.342771
2700	1184.008828
2701	1183.794786
2702	1183.318538
2703	1182.98957
2704	1182.743724
2705	1182.390569
2706	1182.202551
2707	1181.943325
2708	1181.701247
2709	1181.524229
2710	1181.120802
2711	1180.898231
2712	1180.723997
2713	1180.362317
2714	1180.040952
2715	1179.912404
2716	1179.606874
2717	1179.474996
2718	1179.214746
2719	1179.019174
2720	1178.712607
2721	1178.475042
2722	1178.216292
2723	1178.029241
2724	1177.862242
2725	1177.568492
2726	1177.368893
2727	1177.219538
2728	1177.071725
2729	1176.798734
2730	1176.50203
2731	1176.193506
2732	1175.935146
2733	1175.813499
2734	1175.459511
2735	1175.223684
2736	1174.743411
2737	1174.407179
2738	1174.116888
2739	1173.738781
2740	1173.450438
2741	1173.196536
2742	1172.950957
2743	1172.795863
2744	1172.475658
2745	1172.33565
2746	1171.993454
2747	1171.667163
2748	1171.524719
2749	1171.234576
2750	1170.933266
2751	1170.644743
2752	1170.419772
2753	1170.243391
2754	1170.087688
2755	1169.769733
2756	1169.415283
2757	1169.263351
2758	1168.945557
2759	1168.580894
2760	1168.32579
2761	1168.081579
2762	1167.860776
2763	1167.628638
2764	1167.287554
2765	1166.89279
2766	1166.584552
2767	1166.317377
2768	1166.001898
2769	1165.819797
2770	1165.650818
2771	1165.455716
2772	1165.170411
2773	1164.857296
2774	1164.506072
2775	1164.284636
2776	1164.054698
2777	1163.858748
2778	1163.677661
2779	1163.40001
2780	1163.263229
2781	1163.078959
2782	1162.766921
2783	1162.612414
2784	1162.509089
2785	1162.155773
2786	1161.941199
2787	1161.765762
2788	1161.620802
2789	1161.381454
2790	1161.031337
2791	1160.763637
2792	1160.611041
2793	1160.416813
2794	1160.261566
2795	1159.864474
2796	1159.590197
2797	1159.421143
2798	1159.207849
2799	1158.898394
2800	1158.81783
2801	1158.70832
2802	1158.305543
2803	1158.009602
2804	1157.891488
2805	1157.629919
2806	1157.355612
2807	1157.067767
2808	1156.904465
2809	1156.765796
2810	1156.534902
2811	1156.2868
2812	1156.162948
2813	1155.811262
2814	1155.609429
2815	1155.507367
2816	1155.221351
2817	1155.007482
2818	1154.825531
2819	1154.624091
2820	1154.355357
2821	1154.045952
2822	1153.829096
2823	1153.527425
2824	1153.281176
2825	1153.014972
2826	1152.831791
2827	1152.563037
2828	1152.3896
2829	1152.19177
2830	1151.95109
2831	1151.746301
2832	1151.380647
2833	1151.165278
2834	1151.042866
2835	1150.553744
2836	1150.377817
2837	1150.076573
2838	1149.893652
2839	1149.616318
2840	1149.385515
2841	1149.164706
2842	1148.964207
2843	1148.875558
2844	1148.676698
2845	1148.53176
2846	1148.2657
2847	1148.030976
2848	1147.70449
2849	1147.453512
2850	1147.239826
2851	1147.026878
2852	1146.729039
2853	1146.541876
2854	1146.329454
2855	1146.204093
2856	1146.01067
2857	1145.818668
2858	1145.668939
2859	1145.325753
2860	1145.069574
2861	1144.866368
2862	1144.452458
2863	1144.255173
2864	1143.98205
2865	1143.74996
2866	1143.573001
2867	1143.202213
2868	1142.988504
2869	1142.773763
2870	1142.455058
2871	1142.256586
2872	1142.082984
2873	1141.485762
2874	1141.224801
2875	1141.060447
2876	1140.776904
2877	1140.583902
2878	1140.303963
2879	1139.927967
2880	1139.701054
2881	1139.406157
2882	1139.22611
2883	1139.039913
2884	1138.778904
2885	1138.60943
2886	1138.447728
2887	1138.124536
2888	1137.969355
2889	1137.71033
2890	1137.512898
2891	1137.295902
2892	1136.981423
2893	1136.594649
2894	1136.389037
2895	1136.133936
2896	1135.931311
2897	1135.771899
2898	1135.438232
2899	1135.104805
2900	1134.921084
2901	1134.735958
2902	1134.653358
2903	1134.442847
2904	1134.130474
2905	1133.99344
2906	1133.783172
2907	1133.406315
2908	1133.081162
2909	1132.773246
2910	1132.587217
2911	1132.325716
2912	1132.045232
2913	1131.962454
2914	1131.701229
2915	1131.485238
2916	1131.234002
2917	1130.849457
2918	1130.696722
2919	1130.53289
2920	1130.240591
2921	1130.059429
2922	1129.600748
2923	1129.28892
2924	1128.995309
2925	1128.873304
2926	1128.747743
2927	1128.509551
2928	1128.378027
2929	1128.146146
2930	1127.980608
2931	1127.88651
2932	1127.654966
2933	1127.519854
2934	1127.200207
2935	1126.972286
2936	1126.776317
2937	1126.598874
2938	1126.39852
2939	1126.305863
2940	1126.002391
2941	1125.877742
2942	1125.739806
2943	1125.632232
2944	1125.435853
2945	1125.289431
2946	1124.983492
2947	1124.730262
2948	1124.586199
2949	1124.297034
2950	1124.09047
2951	1123.856579
2952	1123.556152
2953	1123.410431
2954	1123.178379
2955	1122.927252
2956	1122.797135
2957	1122.619219
2958	1122.365181
2959	1122.105855
2960	1121.945811
2961	1121.72043
2962	1121.450296
2963	1121.284343
2964	1121.10542
2965	1120.846108
2966	1120.479536
2967	1120.138838
2968	1119.856429
2969	1119.538727
2970	1119.193559
2971	1118.952031
2972	1118.670014
2973	1118.48922
2974	1118.316014
2975	1118.188442
2976	1117.794639
2977	1117.616633
2978	1117.458363
2979	1117.20422
2980	1116.989561
2981	1116.854718
2982	1116.7814
2983	1116.619673
2984	1116.377639
2985	1116.179356
2986	1116.071053
2987	1115.893426
2988	1115.717435
2989	1115.479552
2990	1115.266465
2991	1115.058407
2992	1114.879648
2993	1114.768131
2994	1114.630927
2995	1114.328374
2996	1114.081454
2997	1113.807766
2998	1113.622217
2999	1113.4527
