iter	RMSE
619	2310.297104
620	2309.343891
621	2308.104143
622	2307.414227
623	2306.686075
624	2304.854757
625	2303.526588
626	2301.684278
627	2300.57714
628	2298.268896
629	2296.834533
630	2294.889247
631	2293.665272
632	2292.267991
633	2291.781039
634	2289.505145
635	2288.425947
636	2286.84177
637	2284.470547
638	2282.997004
639	2281.298042
640	2279.986095
641	2278.999423
642	2277.734685
643	2276.283101
644	2275.14186
645	2273.921028
646	2272.911083
647	2271.070415
648	2269.168032
649	2268.164276
650	2266.580017
651	2265.050335
652	2264.053418
653	2262.889456
654	2261.098462
655	2259.289916
656	2257.578244
657	2256.440176
658	2255.140494
659	2253.783566
660	2252.501973
661	2250.821108
662	2249.531884
663	2248.499338
664	2246.798346
665	2245.275244
666	2244.050446
667	2242.630739
668	2241.636362
669	2240.198216
670	2238.969222
671	2238.040014
672	2236.407286
673	2235.178741
674	2233.781192
675	2232.84374
676	2231.263461
677	2230.73838
678	2229.561504
679	2228.052961
680	2226.600993
681	2225.393049
682	2223.729984
683	2222.134573
684	2220.743525
685	2219.903166
686	2219.111399
687	2217.580896
688	2216.948439
689	2216.055067
690	2214.707501
691	2214.071595
692	2212.792853
693	2210.992874
694	2209.576263
695	2208.157495
696	2206.750303
697	2205.610793
698	2204.391492
699	2203.65456
700	2202.114663
701	2201.511111
702	2200.402735
703	2199.486376
704	2198.714195
705	2197.500987
706	2196.938518
707	2195.973187
708	2194.739283
709	2193.506464
710	2192.353096
711	2191.011173
712	2190.052384
713	2189.063726
714	2188.11652
715	2187.114659
716	2186.398041
717	2185.453843
718	2183.696126
719	2182.659518
720	2181.431192
721	2180.155617
722	2178.715802
723	2178.188189
724	2176.99047
725	2176.1056
726	2174.742162
727	2173.246749
728	2171.935119
729	2170.871181
730	2169.564325
731	2167.726041
732	2166.581125
733	2165.386121
734	2164.515737
735	2163.239645
736	2161.956674
737	2161.348442
738	2160.317275
739	2159.324024
740	2157.998755
741	2156.549539
742	2154.883286
743	2154.040936
744	2153.057015
745	2151.891363
746	2150.26689
747	2149.51454
748	2148.316754
749	2147.516763
750	2146.835986
751	2145.945303
752	2145.039442
753	2143.871791
754	2142.686981
755	2141.616849
756	2140.729409
757	2139.487548
758	2137.992994
759	2137.287041
760	2136.699581
761	2135.586267
762	2134.574143
763	2133.309304
764	2131.637899
765	2130.832004
766	2129.563553
767	2128.550433
768	2127.234132
769	2126.552034
770	2126.067085
771	2124.897875
772	2123.167468
773	2121.787279
774	2120.473428
775	2119.573214
776	2118.544641
777	2117.223156
778	2116.174177
779	2115.171386
780	2113.510774
781	2112.323066
782	2111.5193
783	2110.416122
784	2109.668127
785	2108.509605
786	2107.562447
787	2106.617089
788	2105.753478
789	2104.489853
790	2103.106719
791	2102.027828
792	2100.907809
793	2100.302891
794	2098.899153
795	2098.085405
796	2097.437121
797	2096.290339
798	2095.13721
799	2094.420748
800	2093.539174
801	2091.659346
802	2091.333858
803	2090.234556
804	2089.031566
805	2087.793513
806	2086.360162
807	2085.741714
808	2085.189358
809	2084.512481
810	2083.270509
811	2082.263258
812	2081.306189
813	2080.468597
814	2079.29472
815	2078.204003
816	2076.863628
817	2076.058815
818	2074.390183
819	2073.187455
820	2071.791624
821	2071.014006
822	2069.596843
823	2068.500096
824	2067.328124
825	2066.655433
826	2065.517702
827	2064.790336
828	2064.128836
829	2062.747448
830	2061.333938
831	2060.291216
832	2058.927737
833	2058.076971
834	2057.645824
835	2056.436159
836	2055.332458
837	2054.128086
838	2052.349134
839	2050.941267
840	2049.891983
841	2049.359184
842	2048.875367
843	2048.050466
844	2047.334183
845	2046.423466
846	2045.459913
847	2044.594933
848	2043.800894
849	2042.945703
850	2042.470701
851	2040.762694
852	2039.740423
853	2038.755556
854	2037.797544
855	2036.893077
856	2035.666089
857	2034.812211
858	2033.732848
859	2032.568528
860	2031.821804
861	2030.922264
862	2029.979822
863	2028.921351
864	2027.735983
865	2027.271501
866	2025.980075
867	2024.629111
868	2023.776565
869	2022.654488
870	2021.769145
871	2020.752733
872	2020.106924
873	2019.034851
874	2018.452377
875	2017.330773
876	2016.102306
877	2015.651193
878	2014.61175
879	2013.707018
880	2012.487157
881	2011.863182
882	2011.373628
883	2010.458032
884	2009.765245
885	2009.257298
886	2008.390882
887	2007.144145
888	2006.431434
889	2005.931669
890	2005.200619
891	2004.277233
892	2003.004463
893	2002.268774
894	2001.29311
895	2000.194846
896	1999.448084
897	1998.736524
898	1998.111697
899	1997.46289
900	1996.560513
901	1995.285999
902	1993.98834
903	1993.199917
904	1992.242023
905	1991.832576
906	1991.0474
907	1990.169564
908	1989.137736
909	1988.356338
910	1987.734973
911	1987.075658
912	1986.150699
913	1985.378641
914	1984.397584
915	1983.66676
916	1982.741023
917	1981.721389
918	1980.634959
919	1979.655797
920	1978.854755
921	1977.841648
922	1976.810712
923	1976.127492
924	1975.070107
925	1973.932895
926	1972.662714
927	1971.970503
928	1971.001704
929	1970.046267
930	1968.943603
931	1967.790706
932	1966.716632
933	1966.063202
934	1965.167885
935	1964.480423
936	1963.69902
937	1962.812557
938	1961.733755
939	1960.836063
940	1960.110046
941	1959.366481
942	1958.341525
943	1957.414285
944	1956.429456
945	1955.539446
946	1954.827331
947	1953.914419
948	1952.963935
949	1952.417149
950	1951.786111
951	1950.955514
952	1950.346639
953	1949.54821
954	1948.906545
955	1948.202185
956	1947.06568
957	1946.304725
958	1945.185676
959	1944.741644
960	1943.869505
961	1943.256091
962	1942.460759
963	1941.832625
964	1940.87738
965	1939.898546
966	1939.252538
967	1938.735366
968	1937.881589
969	1937.071384
970	1936.536711
971	1935.622744
972	1934.795902
973	1934.085039
974	1932.997783
975	1932.205154
976	1931.240717
977	1930.333898
978	1929.281013
979	1929.026516
980	1928.254516
981	1927.290152
982	1926.778263
983	1925.945786
984	1924.893477
985	1924.057801
986	1923.351147
987	1922.762175
988	1921.746089
989	1921.410516
990	1920.35382
991	1919.365377
992	1918.21799
993	1917.247067
994	1916.132779
995	1915.46319
996	1915.282878
997	1914.486738
998	1913.647284
999	1912.793457
1000	1912.227627
1001	1911.706665
1002	1911.10678
1003	1910.509039
1004	1910.105883
1005	1909.382354
1006	1908.67261
1007	1907.98595
1008	1906.97108
1009	1906.315122
1010	1904.988153
1011	1904.412117
1012	1903.300805
1013	1902.640449
1014	1901.931772
1015	1901.128941
1016	1900.455368
1017	1900.059429
1018	1899.513112
1019	1898.842297
1020	1897.917001
1021	1897.455777
1022	1896.63862
1023	1895.706442
1024	1894.935531
1025	1894.348717
1026	1893.761822
1027	1892.846685
1028	1891.854863
1029	1891.608478
1030	1890.786224
1031	1889.883401
1032	1889.313801
1033	1888.657468
1034	1887.65451
1035	1887.042312
1036	1886.227601
1037	1885.044429
1038	1884.235749
1039	1883.486346
1040	1883.087924
1041	1882.38654
1042	1881.757664
1043	1880.837494
1044	1880.08462
1045	1879.508186
1046	1878.740435
1047	1878.194146
1048	1877.169915
1049	1876.110579
1050	1875.285837
1051	1874.924639
1052	1874.064122
1053	1872.759667
1054	1872.002638
1055	1871.015921
1056	1870.409168
1057	1869.814716
1058	1868.913787
1059	1868.376848
1060	1867.523058
1061	1866.731881
1062	1866.246248
1063	1865.403033
1064	1865.162985
1065	1864.278938
1066	1863.47874
1067	1862.411556
1068	1861.322909
1069	1860.777618
1070	1860.102858
1071	1859.231026
1072	1858.44056
1073	1857.766902
1074	1856.826411
1075	1856.015164
1076	1855.169969
1077	1854.350184
1078	1853.762585
1079	1853.007299
1080	1852.131155
1081	1851.425828
1082	1850.782788
1083	1850.363154
1084	1849.595977
1085	1849.083665
1086	1848.349079
1087	1847.626608
1088	1847.377501
1089	1846.794782
1090	1846.168718
1091	1845.522141
1092	1844.766718
1093	1844.360621
1094	1843.827778
1095	1843.061485
1096	1842.083307
1097	1841.402714
1098	1840.878695
1099	1840.205687
1100	1839.600911
1101	1838.661657
1102	1837.808619
1103	1836.871955
1104	1835.940145
1105	1835.006514
1106	1834.481311
1107	1834.008624
1108	1833.406716
1109	1832.665333
1110	1832.047028
1111	1831.239576
1112	1830.739843
1113	1830.119727
1114	1829.702701
1115	1829.03317
1116	1828.626989
1117	1828.057145
1118	1827.875239
1119	1827.476716
1120	1826.693667
1121	1826.058322
1122	1825.439453
1123	1825.040031
1124	1824.489955
1125	1824.285562
1126	1823.632527
1127	1822.875001
1128	1822.154939
1129	1821.542291
1130	1821.031462
1131	1820.26596
1132	1819.132519
1133	1818.834056
1134	1818.311091
1135	1817.695876
1136	1816.960891
1137	1816.498348
1138	1815.890554
1139	1815.395344
1140	1814.803839
1141	1814.248844
1142	1813.616066
1143	1812.960915
1144	1812.184176
1145	1811.490986
1146	1810.831187
1147	1810.30172
1148	1809.742214
1149	1809.02957
1150	1808.403287
1151	1807.853961
1152	1807.213286
1153	1806.622263
1154	1805.929841
1155	1805.437988
1156	1804.394338
1157	1803.775066
1158	1803.497075
1159	1803.005562
1160	1802.47599
1161	1801.943338
1162	1801.641296
1163	1801.1479
1164	1800.626249
1165	1800.010896
1166	1798.836055
1167	1797.850311
1168	1797.273112
1169	1796.523361
1170	1795.625066
1171	1794.58876
1172	1793.896497
1173	1793.283538
1174	1792.304028
1175	1791.727417
1176	1790.336327
1177	1789.94617
1178	1789.358795
1179	1788.614188
1180	1787.94342
1181	1787.770745
1182	1786.900377
1183	1786.060764
1184	1785.339507
1185	1784.283972
1186	1783.484853
1187	1783.037248
1188	1782.545339
1189	1781.858903
1190	1781.254763
1191	1780.454668
1192	1779.779604
1193	1779.319886
1194	1778.659813
1195	1778.309814
1196	1777.645908
1197	1776.696272
1198	1776.179024
1199	1775.303189
1200	1774.889781
1201	1774.255304
1202	1773.619611
1203	1773.316938
1204	1772.672615
1205	1771.845121
1206	1771.415439
1207	1770.796819
1208	1770.430232
1209	1770.001958
1210	1769.632552
1211	1769.165186
1212	1768.705573
1213	1767.857918
1214	1767.490429
1215	1767.184206
1216	1766.740067
1217	1766.01129
1218	1765.069938
1219	1764.444371
1220	1764.158678
1221	1763.952482
1222	1763.270738
1223	1762.509115
1224	1761.653102
1225	1761.056898
1226	1760.902897
1227	1760.125444
1228	1759.788089
1229	1759.210259
1230	1759.056604
1231	1758.504547
1232	1757.59316
1233	1757.42455
1234	1756.83215
1235	1756.050798
1236	1755.385914
1237	1754.591383
1238	1754.087967
1239	1753.41139
1240	1752.448079
1241	1751.810438
1242	1750.823607
1243	1749.955737
1244	1749.408329
1245	1748.956747
1246	1748.487643
1247	1747.84743
1248	1747.305185
1249	1746.781066
1250	1746.147806
1251	1745.674486
1252	1744.973919
1253	1744.201737
1254	1743.611247
1255	1742.989763
1256	1742.529693
1257	1741.723048
1258	1741.338312
1259	1740.805301
1260	1740.376964
1261	1739.915344
1262	1739.385097
1263	1738.664717
1264	1738.048687
1265	1737.326256
1266	1736.639335
1267	1735.845284
1268	1735.1971
1269	1734.603325
1270	1734.202323
1271	1733.614938
1272	1733.172785
1273	1732.713959
1274	1731.95062
1275	1731.403232
1276	1730.704041
1277	1730.096682
1278	1729.542699
1279	1728.696931
1280	1728.066799
1281	1727.557112
1282	1726.959284
1283	1726.124149
1284	1725.741585
1285	1725.008473
1286	1724.417507
1287	1723.857657
1288	1723.125135
1289	1722.594057
1290	1721.997488
1291	1720.928417
1292	1720.262024
1293	1719.533642
1294	1718.957906
1295	1718.242543
1296	1717.775983
1297	1717.346046
1298	1716.566507
1299	1715.977094
1300	1715.327984
1301	1714.499921
1302	1713.822573
1303	1713.268392
1304	1712.570621
1305	1711.859139
1306	1711.234041
1307	1710.840984
1308	1710.360594
1309	1709.805611
1310	1709.241629
1311	1708.3714
1312	1707.597954
1313	1706.913721
1314	1706.346291
1315	1706.102906
1316	1705.452385
1317	1704.601056
1318	1703.719149
1319	1702.964192
1320	1702.475081
1321	1701.992543
1322	1701.366994
1323	1700.541688
1324	1699.996545
1325	1699.588878
1326	1698.882088
1327	1698.272186
1328	1697.406262
1329	1696.909818
1330	1696.406069
1331	1695.799214
1332	1695.522014
1333	1694.932645
1334	1694.530525
1335	1693.826718
1336	1693.520727
1337	1693.189562
1338	1692.962427
1339	1692.576211
1340	1691.966686
1341	1691.253861
1342	1690.717747
1343	1690.223369
1344	1689.511657
1345	1688.978185
1346	1688.288975
1347	1687.788971
1348	1687.346901
1349	1686.592184
1350	1686.046029
1351	1685.606822
1352	1684.978393
1353	1684.279283
1354	1683.557284
1355	1682.905943
1356	1682.265116
1357	1681.6866
1358	1680.99246
1359	1680.433036
1360	1679.452791
1361	1678.84773
1362	1678.065308
1363	1677.528564
1364	1677.104661
1365	1676.316679
1366	1675.881125
1367	1675.474028
1368	1674.891838
1369	1674.245592
1370	1673.716237
1371	1673.186422
1372	1672.650442
1373	1671.921264
1374	1671.469802
1375	1670.860444
1376	1670.339272
1377	1669.805086
1378	1669.133932
1379	1668.71545
1380	1668.176033
1381	1667.726481
1382	1667.149807
1383	1666.668893
1384	1666.069111
1385	1664.882477
1386	1664.32056
1387	1663.849749
1388	1663.350799
1389	1662.707462
1390	1661.918566
1391	1661.293515
1392	1660.858239
1393	1660.30258
1394	1659.717175
1395	1659.036451
1396	1658.310877
1397	1657.671571
1398	1657.062278
1399	1656.355379
1400	1655.904524
1401	1655.543493
1402	1654.943424
1403	1654.233629
1404	1653.557456
1405	1653.017101
1406	1652.456911
1407	1651.855812
1408	1651.214987
1409	1650.6309
1410	1650.319301
1411	1649.805675
1412	1649.386018
1413	1648.916565
1414	1648.408375
1415	1647.969101
1416	1647.306566
1417	1646.903082
1418	1646.083626
1419	1645.547582
1420	1645.107126
1421	1644.743101
1422	1644.348047
1423	1643.564855
1424	1643.296163
1425	1642.8113
1426	1642.205493
1427	1641.464481
1428	1641.070363
1429	1640.289134
1430	1639.815913
1431	1639.398048
1432	1638.81861
1433	1638.238023
1434	1638.093614
1435	1637.730988
1436	1637.324659
1437	1636.86868
1438	1636.466608
1439	1635.724151
1440	1635.013688
1441	1634.302105
1442	1633.925364
1443	1633.589101
1444	1632.659978
1445	1631.873993
1446	1631.584243
1447	1630.92422
1448	1630.604922
1449	1629.858443
1450	1629.187904
1451	1628.694517
1452	1628.218319
1453	1627.699945
1454	1627.330811
1455	1627.024892
1456	1626.599501
1457	1626.219066
1458	1625.725081
1459	1625.194825
1460	1624.462243
1461	1624.077235
1462	1623.444883
1463	1622.76806
1464	1622.470658
1465	1622.004792
1466	1621.310291
1467	1620.926447
1468	1620.279361
1469	1619.687911
1470	1619.080604
1471	1618.701293
1472	1618.15739
1473	1617.800038
1474	1617.274143
1475	1616.827424
1476	1616.355565
1477	1615.756883
1478	1615.311425
1479	1614.920288
1480	1614.33487
1481	1613.836266
1482	1613.520251
1483	1613.06058
1484	1612.595626
1485	1612.011385
1486	1611.572491
1487	1611.2741
1488	1610.795033
1489	1610.051796
1490	1609.60501
1491	1609.111859
1492	1608.476795
1493	1607.971438
1494	1607.479549
1495	1606.963199
1496	1606.448462
1497	1605.744509
1498	1605.418463
1499	1605.109558
1500	1604.525789
1501	1604.012086
1502	1603.774253
1503	1603.334918
1504	1602.935183
1505	1602.564942
1506	1601.522309
1507	1601.13715
1508	1600.625653
1509	1600.163097
1510	1599.589783
1511	1598.877879
1512	1598.475817
1513	1598.205856
1514	1597.740495
1515	1597.148886
1516	1596.648175
1517	1595.89614
1518	1595.342801
1519	1594.572277
1520	1594.010114
1521	1593.602366
1522	1592.999713
1523	1592.332813
1524	1591.652452
1525	1591.290852
1526	1590.953745
1527	1590.561805
1528	1589.995231
1529	1589.427349
1530	1588.914916
1531	1588.788671
1532	1588.126641
1533	1587.781633
1534	1587.380209
1535	1587.118201
1536	1586.589649
1537	1585.992284
1538	1585.596641
1539	1585.203846
1540	1584.940343
1541	1584.506471
1542	1584.332423
1543	1584.221976
1544	1583.619099
1545	1583.491808
1546	1582.938826
1547	1582.780906
1548	1582.127025
1549	1581.701357
1550	1581.332894
1551	1580.80015
1552	1580.596744
1553	1580.292194
1554	1579.968842
1555	1579.453664
1556	1578.8465
1557	1578.434008
1558	1577.703952
1559	1577.234705
1560	1576.834979
1561	1576.537589
1562	1576.179502
1563	1575.780706
1564	1575.228486
1565	1574.669023
1566	1574.231123
1567	1573.555504
1568	1573.1029
1569	1572.761432
1570	1572.367875
1571	1571.807328
1572	1571.19829
1573	1570.734867
1574	1570.473112
1575	1569.884158
1576	1569.336937
1577	1568.666727
1578	1568.196024
1579	1567.857423
1580	1567.514478
1581	1566.969539
1582	1566.613827
1583	1566.120095
1584	1565.413199
1585	1564.652419
1586	1564.166745
1587	1564.003843
1588	1563.376061
1589	1562.602834
1590	1562.219495
1591	1561.911335
1592	1561.631656
1593	1561.276982
1594	1560.723089
1595	1559.908824
1596	1559.524216
1597	1558.863218
1598	1558.509981
1599	1557.730813
1600	1557.165062
1601	1556.86132
1602	1556.525555
1603	1556.192927
1604	1555.393936
1605	1554.952533
1606	1554.767753
1607	1554.211648
1608	1553.468256
1609	1552.959214
1610	1552.565932
1611	1552.278932
1612	1551.843497
1613	1551.381427
1614	1550.920096
1615	1550.466164
1616	1550.223936
1617	1549.845207
1618	1549.301724
1619	1548.920454
1620	1548.417115
1621	1548.00493
1622	1547.648129
1623	1547.311104
1624	1546.790441
1625	1546.419488
1626	1545.989799
1627	1545.456751
1628	1544.856926
1629	1544.488634
1630	1544.173728
1631	1543.912951
1632	1543.256075
1633	1542.728862
1634	1542.368923
1635	1541.79841
1636	1541.421795
1637	1541.135603
1638	1540.843424
1639	1540.368384
1640	1540.056472
1641	1539.590378
1642	1539.142167
1643	1538.785013
1644	1538.31553
1645	1537.674467
1646	1537.147823
1647	1536.57476
1648	1536.004731
1649	1535.296841
1650	1535.033331
1651	1534.518651
1652	1533.895666
1653	1533.472873
1654	1533.091548
1655	1532.627353
1656	1532.350148
1657	1531.806462
1658	1531.274034
1659	1530.95303
1660	1530.481348
1661	1529.930787
1662	1529.464993
1663	1529.210562
